Date,ID,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10
05/10/2024,479,3,3,3,2,4,3,1,4,4,2
05/10/2024,480,2,2,3,2,4,3,3,1,3,2
05/10/2024,481,4,3,3,5,2,3,4,3,3,3
05/10/2024,482,2,3,3,1,4,4,2,4,5,5
05/10/2024,483,2,4,3,3,3,3,3,3,2,2
05/10/2024,484,2,2,2,3,3,4,4,2,3,2
05/10/2024,485,4,2,2,2,3,4,2,3,4,2
05/10/2024,486,4,3,4,2,3,4,3,2,1,3
05/10/2024,487,3,4,3,4,3,4,4,4,2,4
05/10/2024,488,3,3,3,1,3,3,4,3,1,2
05/10/2024,489,5,3,3,2,3,3,3,2,5,4
05/10/2024,490,4,4,5,3,4,3,4,4,1,2
05/10/2024,491,4,3,2,3,3,2,4,4,5,3
05/10/2024,492,3,3,4,3,4,2,4,4,3,4
05/10/2024,493,4,4,2,4,3,4,4,2,1,3
05/10/2024,494,2,3,1,3,2,2,3,3,3,3
05/10/2024,495,3,2,4,5,4,2,4,3,3,3
05/10/2024,496,3,3,2,2,4,3,3,4,2,4
05/10/2024,497,2,5,3,4,4,2,2,1,2,2
05/10/2024,498,2,3,2,3,4,1,3,2,3,3
05/10/2024,499,3,3,2,4,2,5,3,4,4,4
05/10/2024,500,5,3,3,5,1,2,3,3,3,2
05/10/2024,501,1,3,1,4,2,3,4,4,2,2
05/10/2024,502,2,3,1,3,3,4,3,3,3,2
05/10/2024,503,4,5,2,3,3,3,3,4,4,3
05/10/2024,504,4,3,3,3,2,3,4,3,3,4
05/10/2024,505,3,4,3,2,4,4,3,3,2,2
05/10/2024,506,3,2,3,3,1,2,3,2,3,3
05/10/2024,507,2,2,3,4,2,2,2,3,3,3
05/10/2024,508,2,3,4,4,5,4,4,2,1,4
05/10/2024,509,4,4,3,4,3,2,5,4,3,4
05/10/2024,510,4,4,3,5,3,1,4,4,2,4
05/10/2024,511,1,5,1,2,3,2,1,3,3,3
05/10/2024,512,4,2,2,3,3,3,5,5,2,3
05/10/2024,513,4,5,3,3,2,3,3,3,1,5
05/10/2024,514,3,5,3,3,3,2,2,3,2,4
05/10/2024,515,3,2,5,3,3,4,3,3,3,4
05/10/2024,516,5,3,4,1,2,3,3,2,3,3
05/10/2024,517,1,4,2,3,2,2,1,3,4,4
05/10/2024,518,2,2,1,4,1,4,5,4,4,3
05/10/2024,519,2,3,2,2,3,3,2,2,2,2
05/10/2024,520,4,3,2,4,3,5,4,3,4,2
05/10/2024,521,2,4,3,4,3,3,3,3,3,3
05/10/2024,522,3,3,3,2,4,2,3,3,4,3
05/10/2024,523,4,3,1,4,2,2,3,2,2,3
05/10/2024,524,5,5,3,3,3,5,2,4,2,2
05/10/2024,525,3,3,3,5,2,3,3,2,2,1
05/10/2024,526,3,4,2,3,3,4,3,4,2,4
05/10/2024,527,3,3,4,2,4,4,3,3,3,3
05/10/2024,528,3,2,1,2,3,3,4,4,4,3
05/10/2024,529,4,3,2,3,3,3,3,3,1,3
05/10/2024,530,2,2,2,4,2,4,2,2,3,4
05/10/2024,531,5,3,3,2,1,2,2,3,3,2
05/10/2024,532,2,2,4,1,4,3,3,3,5,2
05/10/2024,533,3,3,2,5,4,3,3,1,3,3
05/10/2024,534,3,4,4,3,4,3,2,3,3,4
05/10/2024,535,4,2,4,2,3,2,2,4,4,3
05/10/2024,536,3,2,2,2,3,3,2,2,3,3
05/10/2024,537,3,4,4,4,5,3,2,2,3,3
05/10/2024,538,2,3,2,4,4,4,3,2,4,3
05/10/2024,539,3,5,2,3,4,3,2,3,4,2
05/10/2024,540,3,3,3,4,4,3,2,4,3,3
05/10/2024,541,2,3,2,2,4,3,3,4,3,4
05/10/2024,542,2,1,2,1,2,3,3,2,4,3
05/10/2024,543,1,4,1,2,3,3,2,2,4,2
05/10/2024,544,2,2,2,3,4,2,1,4,3,3
05/10/2024,545,3,3,4,3,4,2,3,5,3,4
05/10/2024,546,3,1,1,2,3,3,1,3,4,3
05/10/2024,547,3,4,4,5,2,4,2,3,3,3
05/10/2024,548,4,3,4,3,4,5,4,2,3,4
05/10/2024,549,4,4,3,3,3,3,3,2,2,2
05/10/2024,550,2,3,5,4,3,3,2,2,3,5
05/10/2024,551,4,3,3,3,4,3,2,4,3,2
05/10/2024,552,5,3,4,4,4,2,3,2,1,2
05/10/2024,553,3,3,4,4,4,4,4,4,3,5
05/10/2024,554,3,4,2,1,2,3,4,3,3,2
05/10/2024,555,3,3,3,4,4,1,3,4,3,4
05/10/2024,556,4,1,3,1,3,2,4,5,1,4
05/10/2024,557,3,1,4,3,3,3,3,2,1,3
05/10/2024,558,4,5,1,4,3,3,3,4,3,3
05/10/2024,559,1,5,2,3,2,4,4,2,5,3
05/10/2024,560,2,3,3,4,2,3,4,4,3,3
05/10/2024,561,2,2,4,2,5,3,3,2,4,3
05/10/2024,562,5,3,2,3,3,4,3,3,5,4
05/10/2024,563,4,4,4,3,2,3,4,3,2,4
05/10/2024,564,1,2,3,4,5,2,2,2,3,2
05/10/2024,565,5,2,3,3,3,3,3,3,3,3
05/10/2024,566,3,3,4,3,3,3,3,3,2,2
05/10/2024,567,2,4,3,2,2,4,3,4,3,4
05/10/2024,568,3,2,4,3,4,2,5,2,2,4
05/10/2024,569,3,4,1,2,3,5,3,2,3,3
05/10/2024,570,3,2,1,2,4,4,2,2,4,4
05/10/2024,571,3,1,5,4,2,3,4,4,3,3
05/10/2024,572,3,4,4,3,3,2,1,3,4,5
05/10/2024,573,2,2,3,3,3,3,3,3,1,2
05/10/2024,574,3,4,2,4,2,2,2,2,5,4
05/10/2024,575,2,2,3,4,4,3,1,3,1,3
05/10/2024,576,3,2,1,4,2,2,3,5,4,3
05/10/2024,577,3,4,3,3,4,4,3,3,4,3
05/10/2024,578,3,3,3,1,2,2,4,4,2,1
05/10/2024,579,3,4,4,4,2,4,2,4,3,3
05/10/2024,580,2,4,1,3,3,4,3,2,3,2
05/10/2024,581,3,5,2,4,2,1,3,3,3,2
05/10/2024,582,2,5,5,2,4,2,2,4,2,2
05/10/2024,583,2,3,5,3,3,4,3,2,4,3
05/10/2024,584,2,3,5,3,4,4,3,3,4,2
05/10/2024,585,4,2,3,3,1,4,4,5,4,3
05/10/2024,586,4,3,2,2,3,4,3,3,3,2
05/10/2024,587,3,1,4,5,3,4,2,4,4,4
05/10/2024,588,3,3,3,3,2,3,2,3,3,5
05/10/2024,589,2,3,2,1,2,2,4,2,5,4
05/10/2024,590,5,3,2,4,3,2,4,4,3,1
05/10/2024,591,2,3,3,4,4,4,4,3,5,3
05/10/2024,592,4,4,3,2,1,4,2,3,2,3
05/10/2024,593,5,4,3,4,5,3,5,3,3,3
05/10/2024,594,3,5,1,3,2,2,2,3,3,3
05/10/2024,595,3,2,2,3,1,4,4,3,4,3
05/10/2024,596,3,2,5,1,3,2,3,4,3,3
05/10/2024,597,1,4,4,3,3,3,4,3,3,2
05/10/2024,598,3,3,2,2,4,2,1,3,4,4
05/10/2024,599,1,3,3,4,5,3,3,2,4,3
05/10/2024,600,2,3,3,3,4,3,3,1,3,3
05/10/2024,601,2,3,3,2,3,2,4,3,3,2
05/10/2024,602,2,3,1,3,3,3,2,2,3,2
05/10/2024,603,5,2,1,3,5,3,4,5,3,2
05/10/2024,604,2,3,4,3,2,5,3,3,3,4
05/10/2024,605,3,3,3,2,3,3,4,2,4,4
05/10/2024,606,2,5,3,2,2,3,1,4,4,3
05/10/2024,607,3,3,4,4,4,5,1,3,3,3
05/10/2024,608,4,3,3,5,4,4,3,4,2,2
05/10/2024,609,1,4,4,3,2,2,3,1,2,2
05/10/2024,610,3,4,4,3,4,2,4,3,3,2
05/10/2024,611,3,3,2,3,2,4,3,5,3,4
05/10/2024,612,5,4,2,4,2,2,1,2,2,4
05/10/2024,613,2,3,4,3,4,3,3,3,3,3
05/10/2024,614,4,3,2,1,3,5,4,3,3,2
05/10/2024,615,3,3,3,4,3,2,1,3,2,2
05/10/2024,616,3,4,2,3,4,2,1,3,3,3
05/10/2024,617,2,3,2,1,2,4,3,3,3,3
05/10/2024,618,1,3,5,5,2,3,2,3,3,2
05/10/2024,619,2,3,3,4,2,4,1,2,2,4
05/10/2024,620,5,2,4,3,4,2,3,4,2,3
05/10/2024,621,4,3,3,3,3,5,3,3,3,2
05/10/2024,622,3,2,3,2,3,2,1,3,2,1
05/10/2024,623,2,3,3,4,3,3,2,4,2,5
05/10/2024,624,3,4,2,1,3,3,3,2,4,2
05/10/2024,625,1,3,3,2,4,3,4,3,3,3
05/10/2024,626,3,3,4,3,1,2,1,5,4,1
05/10/2024,627,2,4,4,5,5,4,5,3,3,3
05/10/2024,628,1,5,4,4,2,3,2,3,1,4
05/10/2024,629,2,4,2,4,3,2,2,3,4,2
05/10/2024,630,2,3,4,5,5,1,3,3,3,2
05/10/2024,631,2,3,3,3,3,3,3,2,4,4
05/10/2024,632,4,4,3,1,2,2,5,2,3,4
05/10/2024,633,2,2,4,4,4,2,2,3,4,3
05/10/2024,634,3,5,3,3,5,3,1,3,3,1
05/10/2024,635,4,4,3,3,4,5,2,3,3,3
05/10/2024,636,4,3,3,3,4,2,3,4,3,3
05/10/2024,637,4,3,3,4,2,2,2,1,4,3
05/10/2024,638,4,4,3,4,3,3,3,2,3,4
05/10/2024,639,4,2,3,2,3,1,3,3,4,2
05/10/2024,640,3,4,3,4,4,5,3,2,3,4
05/10/2024,641,2,3,4,3,4,3,3,4,2,1
05/10/2024,642,3,2,2,3,3,3,3,5,3,3
05/10/2024,643,3,5,2,4,4,3,4,5,5,4
05/10/2024,644,5,4,1,5,4,3,3,1,2,3
05/10/2024,645,4,1,2,2,3,2,4,4,3,3
05/10/2024,646,3,4,5,1,4,3,2,3,4,4
05/10/2024,647,1,4,2,2,2,3,4,4,3,3
05/10/2024,648,3,3,5,3,4,3,3,1,3,3
05/10/2024,649,3,2,3,2,3,2,2,3,2,2
05/10/2024,650,3,5,2,4,3,3,5,2,3,3
05/10/2024,651,2,1,2,4,4,4,3,2,2,1
05/10/2024,652,2,3,3,3,3,4,2,3,3,4
05/10/2024,653,5,4,1,4,4,4,1,3,3,2
05/10/2024,654,3,4,2,5,2,2,1,3,2,1
05/10/2024,655,3,3,2,1,4,2,4,5,3,4
05/10/2024,656,3,4,4,4,3,5,5,2,4,4
05/10/2024,657,5,1,2,2,2,2,3,3,3,3
05/10/2024,658,2,2,3,3,4,3,4,1,2,5
05/10/2024,659,3,2,4,2,3,4,3,3,3,3
05/10/2024,660,3,4,2,4,4,3,3,4,4,2
05/10/2024,661,3,2,3,2,3,4,3,2,4,2
05/10/2024,662,3,1,4,3,2,3,4,2,3,3
05/10/2024,663,2,3,4,2,4,2,4,4,3,4
05/10/2024,664,1,4,3,3,2,4,3,3,4,4
05/10/2024,665,2,3,3,3,5,2,3,3,3,3
05/10/2024,666,3,4,5,2,2,1,2,2,3,2
05/10/2024,667,3,3,4,3,5,4,4,2,3,2
05/10/2024,668,3,3,3,3,4,1,3,2,4,4
05/10/2024,669,1,2,2,3,3,4,4,3,4,3
05/10/2024,670,3,2,3,4,3,4,2,3,3,4
05/10/2024,671,1,2,4,4,3,3,2,3,4,4
05/10/2024,672,1,4,3,1,5,2,3,3,4,3
05/10/2024,673,1,5,2,2,4,4,2,4,4,2
05/10/2024,674,3,2,4,1,2,4,3,3,2,3
05/10/2024,675,5,4,3,1,5,3,4,3,2,3
05/10/2024,676,2,3,5,4,4,4,2,4,3,2
05/10/2024,677,4,5,4,2,2,2,5,3,3,3
05/10/2024,678,5,3,3,3,2,4,3,1,4,2
05/10/2024,679,4,3,4,4,5,3,2,2,3,2
05/10/2024,680,3,4,2,4,2,2,5,3,4,4
05/10/2024,681,3,4,3,2,2,3,4,4,2,3
05/10/2024,682,4,3,5,1,2,4,3,2,4,3
05/10/2024,683,4,2,4,2,3,3,2,2,2,4
05/10/2024,684,3,2,2,4,3,2,3,1,3,3
05/10/2024,685,2,3,4,3,3,2,1,4,1,3
05/10/2024,686,1,3,3,4,4,4,3,4,1,1
05/10/2024,687,3,4,3,3,2,2,2,4,2,4
05/10/2024,688,2,4,4,3,2,4,2,4,1,3
05/10/2024,689,2,2,3,2,5,3,3,2,3,3
05/10/2024,690,1,1,4,3,1,3,2,5,3,2
05/10/2024,691,1,3,3,3,2,4,2,2,4,2
05/10/2024,692,3,4,2,5,3,2,3,2,3,3
05/10/2024,693,3,2,4,1,3,4,2,3,4,3
05/10/2024,694,1,2,3,2,4,2,2,4,3,3
05/10/2024,695,2,2,3,4,5,4,3,2,2,2
05/10/2024,696,2,2,1,3,5,2,2,1,3,4
05/10/2024,697,5,3,2,4,2,3,3,3,4,3
05/10/2024,698,4,3,1,3,4,1,3,2,2,3
05/10/2024,699,3,3,2,3,3,3,3,1,3,4
05/10/2024,700,4,4,4,1,2,4,4,2,3,3
05/10/2024,701,4,1,4,4,2,3,4,2,2,2
05/10/2024,702,5,3,3,4,3,3,4,3,1,3
05/10/2024,703,3,4,1,4,5,4,4,3,3,3
05/10/2024,704,4,3,4,2,2,2,3,5,4,2
05/10/2024,705,4,5,3,2,4,3,4,4,4,3
05/10/2024,706,2,3,2,4,2,3,2,4,2,3
05/10/2024,707,4,5,3,4,4,3,4,2,3,2
05/10/2024,708,2,3,1,3,4,3,1,2,2,3
05/10/2024,709,4,4,1,2,5,4,3,2,3,3
05/10/2024,710,3,3,2,4,3,1,5,2,4,2
05/10/2024,711,4,3,2,2,5,4,3,2,1,3
05/10/2024,712,4,3,5,2,2,4,3,3,2,3
05/10/2024,713,3,3,2,3,2,3,2,3,3,3
05/10/2024,714,4,3,2,3,5,5,3,3,3,4
05/10/2024,715,3,3,2,3,4,4,3,2,4,3
05/10/2024,716,2,2,3,2,2,4,4,2,2,2
05/10/2024,717,2,2,2,3,2,4,3,3,2,4
05/10/2024,718,4,3,2,3,3,3,5,4,4,3
05/10/2024,719,3,3,1,3,2,4,4,1,3,4
05/10/2024,720,3,2,2,2,1,3,2,1,3,3
05/10/2024,721,3,3,3,4,2,1,3,3,1,4
05/10/2024,722,4,2,3,4,4,1,5,3,3,2
05/10/2024,723,3,3,3,3,3,1,3,3,4,5
05/10/2024,724,1,4,3,4,3,4,1,5,2,3
05/10/2024,725,4,3,4,3,3,3,3,2,2,4
05/10/2024,726,2,2,2,2,3,1,3,5,3,4
05/10/2024,727,3,2,4,3,4,4,2,4,4,1
05/10/2024,728,3,3,2,3,3,5,4,3,4,3
05/10/2024,729,1,4,3,3,4,3,4,4,2,3
05/10/2024,730,2,5,2,3,3,3,3,4,2,4
05/10/2024,731,3,2,3,2,3,3,3,3,3,4
05/10/2024,732,3,4,2,3,4,4,4,4,3,2
05/10/2024,733,3,3,4,2,2,3,2,4,4,3
05/10/2024,734,4,3,3,1,2,4,2,2,2,2
05/10/2024,735,4,2,3,2,2,5,3,3,3,3
05/10/2024,736,4,1,4,4,3,4,3,4,3,5
05/10/2024,737,3,2,3,2,4,3,4,2,3,5
05/10/2024,738,2,3,3,4,2,3,4,3,3,4
05/10/2024,739,3,3,2,4,3,3,1,3,2,1
05/10/2024,740,3,1,3,2,4,3,4,3,4,4
05/10/2024,741,1,3,2,3,3,4,3,1,1,3
05/10/2024,742,3,2,4,4,2,4,3,3,4,3
05/10/2024,743,5,4,3,5,3,1,3,2,1,3
05/10/2024,744,4,5,5,2,3,4,3,3,5,4
05/10/2024,745,4,3,3,4,2,4,3,2,2,3
05/10/2024,746,2,2,2,4,2,3,5,3,3,3
05/10/2024,747,4,3,3,1,2,2,1,3,5,3
05/10/2024,748,5,4,3,2,3,2,3,3,2,3
05/10/2024,749,1,3,4,2,4,2,3,4,3,3
05/10/2024,750,1,3,3,3,4,3,5,3,3,4
05/10/2024,751,2,2,4,2,3,3,4,4,2,2
05/10/2024,752,5,1,2,3,3,3,3,3,3,2
05/10/2024,753,2,3,2,1,2,4,4,4,2,3
05/10/2024,754,2,1,3,3,4,2,2,4,3,3
05/10/2024,755,3,3,2,3,4,4,3,4,2,2
05/10/2024,756,1,1,4,2,3,3,1,3,3,5
05/10/2024,757,3,3,3,3,4,3,4,4,5,1
05/10/2024,758,1,5,3,2,3,3,2,5,3,1
05/10/2024,759,2,1,4,3,4,3,4,2,3,3
05/10/2024,760,3,3,3,2,3,4,3,3,2,5
05/10/2024,761,4,3,4,3,3,4,3,4,5,5
05/10/2024,762,3,3,5,4,4,3,4,3,4,3
05/10/2024,763,1,3,3,2,2,2,4,3,5,4
05/10/2024,764,4,3,1,3,3,4,3,4,3,3
05/10/2024,765,5,3,3,3,2,5,1,3,5,2
05/10/2024,766,2,2,2,3,3,4,2,5,1,3
05/10/2024,767,2,1,1,3,4,2,3,3,3,3
05/10/2024,768,3,3,2,3,2,4,4,1,2,2
05/10/2024,769,2,5,4,3,2,5,3,3,4,3
05/10/2024,770,5,4,3,3,2,4,3,3,2,3
05/10/2024,771,3,2,4,2,2,3,5,3,3,4
05/10/2024,772,1,3,2,3,4,4,3,2,4,2
05/10/2024,773,2,3,4,1,3,2,2,3,4,3
05/10/2024,774,3,2,3,3,4,4,5,3,3,2
05/10/2024,775,1,2,3,4,5,4,2,4,2,5
05/10/2024,776,3,4,2,3,3,3,2,3,3,2
05/10/2024,777,4,5,3,2,3,3,1,2,4,3
05/10/2024,778,5,5,2,4,3,3,3,2,5,3
05/10/2024,779,3,4,2,3,4,5,3,3,3,5
05/10/2024,780,3,3,3,4,4,3,3,4,4,4
05/10/2024,781,5,4,4,5,4,2,2,3,3,3
05/10/2024,782,4,2,3,3,4,3,4,5,3,3
05/10/2024,783,5,3,4,3,1,3,5,2,2,3
05/10/2024,784,1,3,3,3,4,4,2,3,5,1
05/10/2024,785,3,4,4,3,3,2,4,4,4,3
05/10/2024,786,5,3,3,5,2,4,4,2,3,3
05/10/2024,787,3,2,5,3,2,3,5,2,4,2
05/10/2024,788,3,4,2,4,2,4,2,5,3,4
05/10/2024,789,2,3,2,5,2,3,3,3,3,2
05/10/2024,790,2,4,4,4,4,3,3,4,4,3
05/10/2024,791,3,4,3,4,1,3,3,2,1,3
05/10/2024,792,4,3,4,3,5,4,2,5,3,3
05/10/2024,793,3,2,3,3,3,3,3,2,3,3
05/10/2024,794,3,2,3,3,3,4,2,2,2,2
05/10/2024,795,3,2,4,3,3,1,4,3,4,4
05/10/2024,796,4,4,5,3,2,4,2,4,3,2
05/10/2024,797,5,5,4,3,3,3,3,2,4,4
05/10/2024,798,2,3,4,4,3,3,3,1,3,4
05/10/2024,799,3,1,2,3,3,4,3,2,1,5
05/10/2024,800,3,3,3,2,3,3,4,3,3,5
05/10/2024,801,4,4,3,3,4,3,4,4,2,1
05/10/2024,802,2,4,1,4,3,3,3,4,2,3
05/10/2024,803,3,4,3,2,2,4,2,4,3,4
05/10/2024,804,2,4,4,2,1,4,2,2,3,2
05/10/2024,805,3,2,4,3,3,4,3,3,5,3
05/10/2024,806,3,4,4,4,3,5,2,5,4,3
05/10/2024,807,1,5,3,3,3,2,4,3,4,5
05/10/2024,808,5,1,3,4,2,2,3,4,3,3
05/10/2024,809,3,4,4,4,2,3,3,2,4,4
05/10/2024,810,3,3,3,4,3,2,3,4,3,4
05/10/2024,811,3,3,1,3,3,2,2,3,4,4
05/10/2024,812,2,3,5,3,3,1,2,5,4,1
05/10/2024,813,2,2,2,4,2,3,3,3,3,3
05/10/2024,814,5,3,2,3,2,3,4,5,5,1
05/10/2024,815,2,3,2,2,4,2,4,2,5,2
05/10/2024,816,3,3,2,2,3,1,4,3,3,2
05/10/2024,817,2,3,2,2,3,4,2,4,2,5
05/10/2024,818,2,3,2,4,1,2,2,4,3,1
05/10/2024,819,3,2,3,4,3,3,1,4,4,4
05/10/2024,820,3,2,4,2,4,5,2,4,3,4
05/10/2024,821,3,3,2,2,1,3,2,5,2,3
05/10/2024,822,3,2,4,4,3,2,2,5,4,4
05/10/2024,823,2,3,4,3,4,3,3,4,4,4
05/10/2024,824,3,2,4,1,3,2,3,4,4,2
05/10/2024,825,2,1,4,3,3,3,4,5,3,3
05/10/2024,826,5,2,3,4,4,3,2,4,2,3
05/10/2024,827,4,2,3,4,4,2,5,3,3,4
05/10/2024,828,3,3,3,1,3,3,4,3,3,1
05/10/2024,829,3,3,3,5,3,4,2,2,4,3
05/10/2024,830,4,2,2,2,3,4,3,3,3,2
05/10/2024,831,3,4,3,4,2,3,3,4,4,3
05/10/2024,832,4,2,3,3,3,4,3,3,3,3
05/10/2024,833,4,2,4,3,1,3,3,2,3,3
05/10/2024,834,2,2,4,2,4,1,3,3,3,4
05/10/2024,835,4,2,3,4,3,2,2,3,1,3
05/10/2024,836,2,4,4,2,4,2,3,3,3,2
05/10/2024,837,4,4,3,2,5,2,3,4,1,5
05/10/2024,838,4,2,4,3,4,3,2,3,3,3
05/10/2024,839,2,3,3,3,2,3,3,3,3,4
05/10/2024,840,5,3,5,3,2,3,4,3,1,3
05/10/2024,841,3,2,3,3,5,4,2,2,4,3
05/10/2024,842,4,3,4,2,2,4,2,5,3,3
05/10/2024,843,1,3,3,2,3,4,5,2,3,3
05/10/2024,844,4,3,4,5,3,4,3,3,3,2
05/10/2024,845,5,3,2,3,4,3,3,4,2,4
05/10/2024,846,1,4,2,3,1,3,2,3,2,2
05/10/2024,847,5,4,2,3,3,2,1,2,3,4
05/10/2024,848,4,3,4,3,4,2,1,4,4,4
05/10/2024,849,3,3,3,3,4,2,5,3,1,4
05/10/2024,850,3,3,3,2,4,3,4,3,5,2
05/10/2024,851,3,3,4,2,3,4,3,3,4,3
05/10/2024,852,2,4,4,3,2,3,4,1,4,4
05/10/2024,853,2,3,2,5,4,3,2,1,5,3
05/10/2024,854,1,5,1,3,4,4,2,2,2,2
05/10/2024,855,1,3,3,2,3,4,1,5,3,3
05/10/2024,856,4,3,2,3,2,4,3,3,3,3
05/10/2024,857,3,4,3,4,3,3,4,3,2,2
05/10/2024,858,2,4,3,3,4,4,3,2,3,3
05/10/2024,859,2,3,3,2,4,2,3,3,3,3
05/10/2024,860,3,3,1,4,4,4,3,4,4,4
05/10/2024,861,2,3,1,3,5,1,2,3,2,3
05/10/2024,862,2,5,3,4,3,3,3,3,2,2
05/10/2024,863,2,3,3,4,5,3,3,4,4,4
05/10/2024,864,2,3,3,2,3,4,5,4,2,4
05/10/2024,865,4,3,3,3,3,3,3,1,2,3
05/10/2024,866,3,1,4,3,3,4,4,3,3,1
05/10/2024,867,4,3,3,4,4,3,3,5,2,3
05/10/2024,868,3,2,2,2,1,4,3,3,5,4
05/10/2024,869,3,4,3,3,2,2,4,4,4,2
05/10/2024,870,2,2,2,4,3,3,5,3,3,5
05/10/2024,871,4,3,3,3,3,2,1,3,4,4
05/10/2024,872,5,4,4,3,1,3,3,4,2,3
05/10/2024,873,2,4,3,4,3,4,3,2,3,2
05/10/2024,874,4,3,2,3,1,4,2,2,3,5
05/10/2024,875,2,3,2,3,1,4,3,1,4,3
05/10/2024,876,3,2,4,3,3,5,3,5,4,4
05/10/2024,877,2,3,2,3,3,3,1,4,4,2
05/10/2024,878,3,3,2,3,2,5,3,3,5,4
05/10/2024,879,3,3,4,4,5,3,1,4,2,3
05/10/2024,880,3,3,4,3,3,5,3,4,2,3
05/10/2024,881,3,1,2,1,2,5,1,3,5,5
05/10/2024,882,2,3,2,2,2,4,2,4,4,4
05/10/2024,883,4,5,5,3,4,2,3,4,2,4
05/10/2024,884,3,3,2,3,3,1,1,2,4,2
05/10/2024,885,2,1,3,5,3,2,3,2,5,3
05/10/2024,886,3,1,2,3,2,3,3,3,2,2
05/10/2024,887,3,3,3,3,3,3,2,5,3,4
05/10/2024,888,3,4,3,4,1,2,4,2,5,3
05/10/2024,889,3,1,2,3,3,1,3,4,2,2
05/10/2024,890,2,3,3,2,3,4,4,2,3,2
05/10/2024,891,3,3,3,2,4,3,3,5,3,5
05/10/2024,892,3,4,3,3,4,3,3,2,4,2
05/10/2024,893,3,4,3,3,3,2,1,1,3,3
05/10/2024,894,3,3,5,4,5,3,3,2,1,3
05/10/2024,895,2,2,1,4,2,5,3,1,2,2
05/10/2024,896,2,2,3,3,3,3,3,4,4,1
05/10/2024,897,3,4,3,3,3,2,3,2,5,4
05/10/2024,898,5,2,3,1,4,4,3,3,2,2
05/10/2024,899,4,5,2,3,2,2,2,5,3,4
05/10/2024,900,4,3,2,5,3,2,2,5,3,2
05/10/2024,901,4,3,4,2,4,3,3,3,4,2
05/10/2024,902,3,3,5,2,3,1,4,3,4,1
05/10/2024,903,3,3,3,2,4,3,4,3,4,4
05/10/2024,904,4,3,3,4,4,3,3,3,1,2
05/10/2024,905,3,4,3,2,4,1,3,3,4,2
05/10/2024,906,3,3,4,5,2,3,4,3,3,4
05/10/2024,907,4,3,4,3,3,2,2,3,2,4
05/10/2024,908,3,4,1,5,2,5,1,3,4,3
05/10/2024,909,5,4,2,1,3,4,3,1,3,4
05/10/2024,910,2,3,2,3,3,2,4,3,3,4
05/10/2024,911,3,3,2,3,2,4,3,3,3,2
05/10/2024,912,3,2,3,4,1,3,2,4,5,2
05/10/2024,913,2,2,3,1,4,3,3,4,2,2
05/10/2024,914,4,5,4,4,4,3,1,2,3,3
05/10/2024,915,2,3,2,5,5,5,3,2,4,3
05/10/2024,916,2,1,3,2,4,3,1,4,4,4
05/10/2024,917,2,2,4,4,3,3,2,1,5,3
05/10/2024,918,4,2,3,3,2,4,3,2,3,5
05/10/2024,919,2,1,3,5,3,3,2,2,1,4
05/10/2024,920,2,2,3,3,3,3,3,2,4,3
05/10/2024,921,4,2,2,2,3,5,1,3,4,2
05/10/2024,922,3,3,2,2,3,5,3,3,3,2
05/10/2024,923,3,3,2,4,3,4,5,2,3,4
05/10/2024,924,4,3,3,3,2,4,3,3,2,3
05/10/2024,925,3,3,4,2,1,4,4,5,3,3
05/10/2024,926,3,3,3,3,3,3,3,3,2,2
05/10/2024,927,2,3,3,1,3,3,1,4,2,3
05/10/2024,928,4,3,3,3,2,1,3,3,4,5
05/10/2024,929,2,4,3,2,4,4,2,4,2,3
05/10/2024,930,3,3,3,3,3,3,2,3,1,1
05/10/2024,931,4,2,4,2,3,1,4,3,4,2
05/10/2024,932,2,2,4,3,2,3,4,3,1,3
05/10/2024,933,2,2,2,4,4,4,2,5,5,3
05/10/2024,934,4,3,1,3,2,4,2,3,3,2
05/10/2024,935,3,3,3,4,3,3,1,2,2,2
05/10/2024,936,3,1,4,5,3,4,3,3,1,3
05/10/2024,937,4,3,4,4,4,3,2,5,3,2
05/10/2024,938,3,2,4,2,3,3,5,3,1,3
05/10/2024,939,3,4,4,3,3,2,3,3,2,4
05/10/2024,940,3,1,2,2,3,2,2,3,3,1
05/10/2024,941,4,4,2,3,3,3,2,3,5,1
05/10/2024,942,1,2,5,2,3,5,3,4,5,4
05/10/2024,943,2,3,2,4,4,3,5,3,4,4
05/10/2024,944,2,4,3,3,2,4,4,4,2,2
05/10/2024,945,4,2,3,4,3,2,4,3,1,3
05/10/2024,946,3,3,3,4,3,2,3,2,4,4
05/10/2024,947,5,2,3,1,3,4,1,4,2,1
05/10/2024,948,2,3,3,3,4,2,2,1,3,1
05/10/2024,949,4,2,5,4,1,4,4,3,2,4
05/10/2024,950,2,3,2,4,3,4,2,4,3,3
05/10/2024,951,2,2,3,4,4,1,4,2,3,4
05/10/2024,952,3,3,5,4,2,3,2,3,5,3
05/10/2024,953,2,1,3,2,2,2,2,2,2,1
05/10/2024,954,4,2,2,4,3,5,3,5,5,3
05/10/2024,955,4,4,1,3,2,4,3,4,4,3
05/10/2024,956,3,3,3,3,4,5,4,3,2,3
05/10/2024,957,4,2,4,3,4,3,4,3,4,3
05/10/2024,958,1,2,3,3,5,1,5,2,1,3
